"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"4651","2020-10-29","Hammersmith and Fulham","E09000013",-43,-21,-21,-51,-60,21
"4652","2020-10-30","Hammersmith and Fulham","E09000013",-43,-22,2,-47,-58,20
"4653","2020-10-31","Hammersmith and Fulham","E09000013",-50,-22,-10,-47,-22,9
"4654","2020-11-01","Hammersmith and Fulham","E09000013",-42,-27,-2,-43,-20,5
"4655","2020-11-02","Hammersmith and Fulham","E09000013",-36,-21,8,-41,-54,17
"4656","2020-11-03","Hammersmith and Fulham","E09000013",-30,-19,-3,-40,-52,15
"4657","2020-11-04","Hammersmith and Fulham","E09000013",-19,-13,36,-36,-51,13
"4658","2020-11-05","Hammersmith and Fulham","E09000013",-69,-24,0,-58,-61,24
"4659","2020-11-06","Hammersmith and Fulham","E09000013",-72,-24,2,-59,-61,26
"4660","2020-11-07","Hammersmith and Fulham","E09000013",-77,-25,43,-66,-45,16
"4661","2020-11-08","Hammersmith and Fulham","E09000013",-77,-34,22,-67,-44,13
"4662","2020-11-09","Hammersmith and Fulham","E09000013",-69,-33,13,-54,-61,24
"4663","2020-11-10","Hammersmith and Fulham","E09000013",-67,-25,13,-56,-62,24
"4664","2020-11-11","Hammersmith and Fulham","E09000013",-68,-28,8,-57,-61,25
"4665","2020-11-12","Hammersmith and Fulham","E09000013",-68,-23,22,-58,-61,25
"4666","2020-11-13","Hammersmith and Fulham","E09000013",-71,-23,11,-57,-60,25
"4667","2020-11-14","Hammersmith and Fulham","E09000013",-80,-32,-25,-67,-45,18
"4668","2020-11-15","Hammersmith and Fulham","E09000013",-75,-31,10,-64,-43,12
"4669","2020-11-16","Hammersmith and Fulham","E09000013",-68,-29,5,-56,-61,24
"4670","2020-11-17","Hammersmith and Fulham","E09000013",-68,-27,3,-57,-62,24
"4671","2020-11-18","Hammersmith and Fulham","E09000013",-67,-27,4,-58,-61,25
"4672","2020-11-19","Hammersmith and Fulham","E09000013",-69,-24,-3,-59,-62,25
"4673","2020-11-20","Hammersmith and Fulham","E09000013",-71,-23,-10,-57,-60,26
"4674","2020-11-21","Hammersmith and Fulham","E09000013",-77,-26,20,-62,-43,15
"4675","2020-11-22","Hammersmith and Fulham","E09000013",-73,-30,43,-62,-43,11
"4676","2020-11-23","Hammersmith and Fulham","E09000013",-67,-28,16,-53,-61,24
"4677","2020-11-24","Hammersmith and Fulham","E09000013",-67,-25,6,-56,-61,23
"4678","2020-11-25","Hammersmith and Fulham","E09000013",-67,-28,2,-58,-60,25
"4679","2020-11-26","Hammersmith and Fulham","E09000013",-67,-23,13,-57,-60,24
"4680","2020-11-27","Hammersmith and Fulham","E09000013",-68,-23,2,-57,-58,25
"4681","2020-11-28","Hammersmith and Fulham","E09000013",-76,-27,17,-62,-39,15
"4682","2020-11-29","Hammersmith and Fulham","E09000013",-74,-33,19,-64,-40,12
"4683","2020-11-30","Hammersmith and Fulham","E09000013",-64,-28,2,-54,-58,23
"4684","2020-12-01","Hammersmith and Fulham","E09000013",-64,-23,4,-53,-57,22
"4685","2020-12-02","Hammersmith and Fulham","E09000013",-42,-22,2,-49,-52,19
"4686","2020-12-03","Hammersmith and Fulham","E09000013",-46,-22,-27,-48,-53,21
"4687","2020-12-04","Hammersmith and Fulham","E09000013",-43,-15,9,-45,-51,19
"4688","2020-12-05","Hammersmith and Fulham","E09000013",-44,-16,18,-43,-19,7
"4689","2020-12-06","Hammersmith and Fulham","E09000013",-43,-25,1,-47,-19,6
"4690","2020-12-07","Hammersmith and Fulham","E09000013",-40,-22,-6,-46,-54,18
"4691","2020-12-08","Hammersmith and Fulham","E09000013",-40,-19,-11,-46,-53,18
"4692","2020-12-09","Hammersmith and Fulham","E09000013",-40,-21,-7,-47,-52,18
"4693","2020-12-10","Hammersmith and Fulham","E09000013",-41,-16,0,-47,-52,18
"4694","2020-12-11","Hammersmith and Fulham","E09000013",-44,-16,-2,-44,-51,18
"4695","2020-12-12","Hammersmith and Fulham","E09000013",-46,-17,10,-43,-19,8
"4696","2020-12-13","Hammersmith and Fulham","E09000013",-42,-25,-19,-45,-20,7
"4697","2020-12-14","Hammersmith and Fulham","E09000013",-38,-21,-10,-44,-56,19
"4698","2020-12-15","Hammersmith and Fulham","E09000013",-29,-14,3,-43,-54,16
"4699","2020-12-16","Hammersmith and Fulham","E09000013",-50,-18,-16,-51,-57,21
"4700","2020-12-17","Hammersmith and Fulham","E09000013",-50,-12,6,-52,-59,22
"4701","2020-12-18","Hammersmith and Fulham","E09000013",-54,-16,-13,-54,-60,23
"4702","2020-12-19","Hammersmith and Fulham","E09000013",-55,-14,-7,-54,-28,10
"4703","2020-12-20","Hammersmith and Fulham","E09000013",-74,-31,7,-65,-36,11
"4704","2020-12-21","Hammersmith and Fulham","E09000013",-69,-25,-19,-64,-71,26
"4705","2020-12-22","Hammersmith and Fulham","E09000013",-68,-18,-15,-66,-72,26
"4706","2020-12-23","Hammersmith and Fulham","E09000013",-67,-11,-25,-69,-72,27
"4707","2020-12-24","Hammersmith and Fulham","E09000013",-72,-11,-20,-73,-76,27
"4708","2020-12-25","Hammersmith and Fulham","E09000013",-94,-85,-28,-96,-89,37
"4709","2020-12-26","Hammersmith and Fulham","E09000013",-88,-63,-29,-80,-56,20
"4710","2020-12-27","Hammersmith and Fulham","E09000013",-81,-44,1,-70,-38,12
"4711","2020-12-28","Hammersmith and Fulham","E09000013",-78,-48,-15,-77,-83,32
"4712","2020-12-29","Hammersmith and Fulham","E09000013",-74,-34,-21,-72,-77,29
"4713","2020-12-30","Hammersmith and Fulham","E09000013",-72,-29,-10,-72,-75,29
"4714","2020-12-31","Hammersmith and Fulham","E09000013",-74,-22,-17,-75,-77,29
"4715","2021-01-01","Hammersmith and Fulham","E09000013",-89,-69,-42,-86,-86,37
"4716","2021-01-02","Hammersmith and Fulham","E09000013",-83,-42,-7,-74,-45,18
"4717","2021-01-03","Hammersmith and Fulham","E09000013",-81,-43,-11,-71,-40,13
"4718","2021-01-04","Hammersmith and Fulham","E09000013",-74,-37,-25,-66,-71,29
"4719","2021-01-05","Hammersmith and Fulham","E09000013",-75,-37,-39,-69,-71,29
"4720","2021-01-06","Hammersmith and Fulham","E09000013",-73,-35,-9,-70,-70,29
"4721","2021-01-07","Hammersmith and Fulham","E09000013",-75,-34,-9,-71,-70,31
"4722","2021-01-08","Hammersmith and Fulham","E09000013",-78,-36,-22,-70,-69,32
"4723","2021-01-09","Hammersmith and Fulham","E09000013",-82,-35,11,-72,-44,18
"4724","2021-01-10","Hammersmith and Fulham","E09000013",-82,-41,-14,-74,-45,15
"4725","2021-01-11","Hammersmith and Fulham","E09000013",-75,-39,-11,-67,-71,29
"4726","2021-01-12","Hammersmith and Fulham","E09000013",-75,-36,-21,-69,-71,29
"4727","2021-01-13","Hammersmith and Fulham","E09000013",-76,-39,-30,-70,-71,30
"4728","2021-01-14","Hammersmith and Fulham","E09000013",-78,-38,-37,-70,-72,31
"4729","2021-01-15","Hammersmith and Fulham","E09000013",-77,-33,-10,-69,-70,30
"4730","2021-01-16","Hammersmith and Fulham","E09000013",-83,-35,-16,-71,-47,19
"4731","2021-01-17","Hammersmith and Fulham","E09000013",-79,-37,23,-69,-43,13
"4732","2020-02-15","Haringey","E09000014",-7,-5,-39,-5,-2,2
"4733","2020-02-16","Haringey","E09000014",-14,-10,-50,-11,-4,1
"4734","2020-02-17","Haringey","E09000014",8,7,4,-8,-11,2
"4735","2020-02-18","Haringey","E09000014",5,1,5,-7,-11,2
"4736","2020-02-19","Haringey","E09000014",42,1,-11,3,-12,3
"4737","2020-02-20","Haringey","E09000014",3,-1,-12,-7,-11,3
"4738","2020-02-21","Haringey","E09000014",8,1,5,-6,-11,3
"4739","2020-02-22","Haringey","E09000014",-3,-1,-15,-2,0,0
"4740","2020-02-23","Haringey","E09000014",-9,-2,-20,2,-2,0
"4741","2020-02-24","Haringey","E09000014",-7,2,-18,-7,-2,1
"4742","2020-02-25","Haringey","E09000014",-2,3,0,-2,0,0
"4743","2020-02-26","Haringey","E09000014",-6,1,0,-9,0,0
"4744","2020-02-27","Haringey","E09000014",-6,-5,10,-1,-1,1
"4745","2020-02-28","Haringey","E09000014",-3,-4,0,-3,-1,1
"4746","2020-02-29","Haringey","E09000014",-2,-3,-21,-3,-1,1
"4747","2020-03-01","Haringey","E09000014",44,5,13,27,-2,-1
"4748","2020-03-02","Haringey","E09000014",7,6,6,-5,-2,0
"4749","2020-03-03","Haringey","E09000014",2,2,4,-7,0,0
"4750","2020-03-04","Haringey","E09000014",38,1,-7,8,-1,1
"4751","2020-03-05","Haringey","E09000014",-10,-7,-26,-7,-1,2
"4752","2020-03-06","Haringey","E09000014",12,6,24,-1,-1,0
"4753","2020-03-07","Haringey","E09000014",-1,-1,6,1,0,0
"4754","2020-03-08","Haringey","E09000014",2,0,-5,0,-2,0
"4755","2020-03-09","Haringey","E09000014",0,6,-1,-8,-2,1
"4756","2020-03-10","Haringey","E09000014",0,8,14,-1,-4,2
"4757","2020-03-11","Haringey","E09000014",-2,8,11,-13,-4,2
"4758","2020-03-12","Haringey","E09000014",-1,15,4,-13,-6,3
"4759","2020-03-13","Haringey","E09000014",-2,18,16,-15,-10,5
"4760","2020-03-14","Haringey","E09000014",-15,12,-9,-17,-7,4
"4761","2020-03-15","Haringey","E09000014",-21,6,-19,-19,-11,4
"4762","2020-03-16","Haringey","E09000014",-2,24,46,-21,-19,7
"4763","2020-03-17","Haringey","E09000014",-13,24,14,-30,-30,12
"4764","2020-03-18","Haringey","E09000014",-17,34,4,-37,-38,16
"4765","2020-03-19","Haringey","E09000014",-20,40,-7,-36,-42,18
"4766","2020-03-20","Haringey","E09000014",-30,14,14,-42,-46,21
"4767","2020-03-21","Haringey","E09000014",-53,-6,15,-50,-42,16
"4768","2020-03-22","Haringey","E09000014",-60,-22,24,-56,-48,13
"4769","2020-03-23","Haringey","E09000014",-46,-10,52,-53,-62,25
"4770","2020-03-24","Haringey","E09000014",-68,-21,28,-65,-71,31
"4771","2020-03-25","Haringey","E09000014",-70,-28,21,-71,-75,34
"4772","2020-03-26","Haringey","E09000014",-71,-29,28,-71,-77,35
"4773","2020-03-27","Haringey","E09000014",-72,-30,34,-70,-76,36
"4774","2020-03-28","Haringey","E09000014",-80,-41,-28,-74,-69,24
"4775","2020-03-29","Haringey","E09000014",-84,-50,-42,-76,-68,19
"4776","2020-03-30","Haringey","E09000014",-72,-34,-11,-73,-78,34
"4777","2020-03-31","Haringey","E09000014",-70,-31,14,-72,-78,34
"4778","2020-04-01","Haringey","E09000014",-74,-35,-6,-75,-79,36
"4779","2020-04-02","Haringey","E09000014",-72,-33,18,-73,-78,36
"4780","2020-04-03","Haringey","E09000014",-73,-31,22,-72,-78,36
"4781","2020-04-04","Haringey","E09000014",-78,-37,13,-70,-68,23
"4782","2020-04-05","Haringey","E09000014",-80,-40,14,-70,-64,18
"4783","2020-04-06","Haringey","E09000014",-71,-33,13,-72,-78,33
"4784","2020-04-07","Haringey","E09000014",-70,-29,59,-71,-78,34
"4785","2020-04-08","Haringey","E09000014",-72,-31,28,-73,-78,34
"4786","2020-04-09","Haringey","E09000014",-68,-22,60,-71,-79,35
"4787","2020-04-10","Haringey","E09000014",-73,-30,64,-75,-85,39
"4788","2020-04-11","Haringey","E09000014",-79,-34,17,-70,-68,23
"4789","2020-04-12","Haringey","E09000014",-87,-60,0,-72,-69,19
"4790","2020-04-13","Haringey","E09000014",-76,-41,29,-80,-87,37
"4791","2020-04-14","Haringey","E09000014",-68,-29,43,-71,-78,33
"4792","2020-04-15","Haringey","E09000014",-70,-30,47,-72,-78,34
"4793","2020-04-16","Haringey","E09000014",-70,-29,41,-71,-77,35
"4794","2020-04-17","Haringey","E09000014",-72,-30,6,-72,-77,36
"4795","2020-04-18","Haringey","E09000014",-78,-36,-8,-71,-64,23
"4796","2020-04-19","Haringey","E09000014",-80,-42,37,-70,-61,17
"4797","2020-04-20","Haringey","E09000014",-66,-31,68,-70,-76,32
"4798","2020-04-21","Haringey","E09000014",-67,-29,72,-70,-75,33
"4799","2020-04-22","Haringey","E09000014",-68,-28,67,-71,-75,33
"4800","2020-04-23","Haringey","E09000014",-67,-26,93,-68,-74,33
"4801","2020-04-24","Haringey","E09000014",-67,-24,78,-67,-73,34
"4802","2020-04-25","Haringey","E09000014",-75,-32,32,-66,-63,22
"4803","2020-04-26","Haringey","E09000014",-76,-38,51,-66,-59,16
"4804","2020-04-27","Haringey","E09000014",-65,-29,58,-68,-74,31
"4805","2020-04-28","Haringey","E09000014",-73,-38,-38,-73,-76,34
"4806","2020-04-29","Haringey","E09000014",-70,-29,6,-71,-74,33
"4807","2020-04-30","Haringey","E09000014",-71,-30,-5,-71,-74,34
"4808","2020-05-01","Haringey","E09000014",-70,-26,12,-68,-72,34
"4809","2020-05-02","Haringey","E09000014",-72,-27,45,-64,-60,20
"4810","2020-05-03","Haringey","E09000014",-77,-38,10,-68,-59,17
"4811","2020-05-04","Haringey","E09000014",-64,-23,74,-66,-72,30
"4812","2020-05-05","Haringey","E09000014",-64,-22,79,-66,-72,31
"4813","2020-05-06","Haringey","E09000014",-64,-22,86,-66,-72,31
"4814","2020-05-07","Haringey","E09000014",-63,-15,109,-64,-72,30
"4815","2020-05-08","Haringey","E09000014",-66,-19,154,-69,-80,34
"4816","2020-05-09","Haringey","E09000014",-72,-25,85,-62,-59,19
"4817","2020-05-10","Haringey","E09000014",-78,-40,-15,-69,-58,17
"4818","2020-05-11","Haringey","E09000014",-64,-23,28,-66,-71,30
"4819","2020-05-12","Haringey","E09000014",-62,-20,75,-64,-71,30
"4820","2020-05-13","Haringey","E09000014",-65,-24,36,-68,-71,31
"4821","2020-05-14","Haringey","E09000014",-63,-20,78,-65,-70,31
"4822","2020-05-15","Haringey","E09000014",-62,-16,123,-62,-69,30
"4823","2020-05-16","Haringey","E09000014",-69,-22,68,-60,-55,18
"4824","2020-05-17","Haringey","E09000014",-71,-30,88,-61,-52,14
"4825","2020-05-18","Haringey","E09000014",-54,-15,182,-60,-69,27
"4826","2020-05-19","Haringey","E09000014",-56,-13,212,-61,-69,27
"4827","2020-05-20","Haringey","E09000014",-58,-14,202,-62,-69,27
"4828","2020-05-21","Haringey","E09000014",-57,-14,176,-61,-69,28
"4829","2020-05-22","Haringey","E09000014",-56,-14,141,-59,-67,29
"4830","2020-05-23","Haringey","E09000014",-66,-20,62,-59,-52,18
"4831","2020-05-24","Haringey","E09000014",-68,-27,100,-57,-51,12
"4832","2020-05-25","Haringey","E09000014",-57,-18,333,-65,-81,27
"4833","2020-05-26","Haringey","E09000014",-55,-14,169,-59,-68,26
"4834","2020-05-27","Haringey","E09000014",-57,-17,145,-61,-67,27
"4835","2020-05-28","Haringey","E09000014",-54,-12,179,-59,-67,27
"4836","2020-05-29","Haringey","E09000014",-54,-10,198,-55,-66,27
"4837","2020-05-30","Haringey","E09000014",-65,-17,156,-51,-44,13
"4838","2020-05-31","Haringey","E09000014",-68,-24,131,-53,-41,10
"4839","2020-06-01","Haringey","E09000014",-50,-12,185,-55,-64,24
"4840","2020-06-02","Haringey","E09000014",-52,-12,189,-56,-64,24
"4841","2020-06-03","Haringey","E09000014",-59,-21,44,-61,-65,27
"4842","2020-06-04","Haringey","E09000014",-56,-16,78,-59,-64,27
"4843","2020-06-05","Haringey","E09000014",-58,-16,77,-56,-63,27
"4844","2020-06-06","Haringey","E09000014",-67,-24,2,-57,-46,17
"4845","2020-06-07","Haringey","E09000014",-66,-27,41,-56,-43,12
"4846","2020-06-08","Haringey","E09000014",-52,-16,100,-57,-62,25
"4847","2020-06-09","Haringey","E09000014",-51,-15,145,-57,-62,25
"4848","2020-06-10","Haringey","E09000014",-59,-23,23,-63,-63,28
"4849","2020-06-11","Haringey","E09000014",-55,-16,79,-59,-62,27
"4850","2020-06-12","Haringey","E09000014",-55,-14,87,-56,-61,27
"4851","2020-06-13","Haringey","E09000014",-60,-15,163,-48,-37,11
"4852","2020-06-14","Haringey","E09000014",-63,-22,125,-52,-35,9
"4853","2020-06-15","Haringey","E09000014",-35,-9,164,-52,-60,22
"4854","2020-06-16","Haringey","E09000014",-39,-10,154,-53,-61,23
"4855","2020-06-17","Haringey","E09000014",-44,-14,83,-56,-61,25
"4856","2020-06-18","Haringey","E09000014",-47,-15,62,-57,-62,26
"4857","2020-06-19","Haringey","E09000014",-43,-9,110,-52,-59,24
"4858","2020-06-20","Haringey","E09000014",-51,-14,120,-45,-34,11
"4859","2020-06-21","Haringey","E09000014",-54,-22,76,-49,-33,9
"4860","2020-06-22","Haringey","E09000014",-34,-8,195,-51,-60,21
"4861","2020-06-23","Haringey","E09000014",-38,-6,204,-50,-61,21
"4862","2020-06-24","Haringey","E09000014",-43,-8,182,-53,-60,21
"4863","2020-06-25","Haringey","E09000014",-43,-7,194,-49,-60,21
"4864","2020-06-26","Haringey","E09000014",-44,-7,176,-47,-58,21
"4865","2020-06-27","Haringey","E09000014",-54,-17,29,-47,-38,13
"4866","2020-06-28","Haringey","E09000014",-55,-22,48,-48,-32,9
"4867","2020-06-29","Haringey","E09000014",-37,-9,99,-50,-58,22
"4868","2020-06-30","Haringey","E09000014",-37,-9,89,-52,-59,22
"4869","2020-07-01","Haringey","E09000014",-38,-10,82,-54,-59,22
"4870","2020-07-02","Haringey","E09000014",-39,-12,76,-51,-59,23
"4871","2020-07-03","Haringey","E09000014",-38,-9,122,-47,-57,21
"4872","2020-07-04","Haringey","E09000014",-45,-16,53,-41,-32,9
"4873","2020-07-05","Haringey","E09000014",-43,-21,95,-40,-30,6
"4874","2020-07-06","Haringey","E09000014",-30,-10,104,-48,-58,19
"4875","2020-07-07","Haringey","E09000014",-33,-12,88,-49,-59,20
"4876","2020-07-08","Haringey","E09000014",-39,-17,22,-53,-58,22
"4877","2020-07-09","Haringey","E09000014",-37,-14,30,-51,-59,21
"4878","2020-07-10","Haringey","E09000014",-33,-11,112,-46,-56,18
"4879","2020-07-11","Haringey","E09000014",-43,-16,106,-37,-30,7
"4880","2020-07-12","Haringey","E09000014",-42,-19,115,-39,-26,4
"4881","2020-07-13","Haringey","E09000014",-28,-10,126,-49,-57,18
"4882","2020-07-14","Haringey","E09000014",-30,-14,108,-50,-58,19
"4883","2020-07-15","Haringey","E09000014",-32,-17,74,-53,-56,20
"4884","2020-07-16","Haringey","E09000014",-27,-12,101,-50,-56,19
"4885","2020-07-17","Haringey","E09000014",-27,-11,164,-46,-53,16
"4886","2020-07-18","Haringey","E09000014",-39,-18,114,-37,-27,5
"4887","2020-07-19","Haringey","E09000014",-40,-26,37,-44,-26,5
"4888","2020-07-20","Haringey","E09000014",-21,-12,176,-48,-56,16
"4889","2020-07-21","Haringey","E09000014",-23,-12,152,-48,-57,18
"4890","2020-07-22","Haringey","E09000014",-27,-15,134,-51,-57,18
"4891","2020-07-23","Haringey","E09000014",-25,-13,132,-48,-57,18
"4892","2020-07-24","Haringey","E09000014",-29,-16,125,-47,-55,16
"4893","2020-07-25","Haringey","E09000014",-42,-25,6,-43,-30,8
"4894","2020-07-26","Haringey","E09000014",-38,-26,41,-42,-26,4
"4895","2020-07-27","Haringey","E09000014",-28,-17,38,-51,-60,18
"4896","2020-07-28","Haringey","E09000014",-23,-13,119,-48,-58,18
"4897","2020-07-29","Haringey","E09000014",-26,-16,120,-50,-58,17
"4898","2020-07-30","Haringey","E09000014",-23,-11,161,-48,-58,16
"4899","2020-07-31","Haringey","E09000014",-28,-18,142,-44,-58,14
"4900","2020-08-01","Haringey","E09000014",-39,-25,86,-39,-27,3
"4901","2020-08-02","Haringey","E09000014",-37,-26,85,-38,-24,2
"4902","2020-08-03","Haringey","E09000014",-18,-17,116,-50,-59,15
"4903","2020-08-04","Haringey","E09000014",-18,-18,116,-49,-59,16
"4904","2020-08-05","Haringey","E09000014",-18,-19,88,-52,-57,16
"4905","2020-08-06","Haringey","E09000014",-19,-12,127,-47,-57,16
"4906","2020-08-07","Haringey","E09000014",-29,-17,112,-47,-56,14
"4907","2020-08-08","Haringey","E09000014",-39,-25,79,-38,-27,3
"4908","2020-08-09","Haringey","E09000014",-38,-26,66,-42,-25,1
"4909","2020-08-10","Haringey","E09000014",-12,-14,120,-49,-58,14
"4910","2020-08-11","Haringey","E09000014",-14,-16,112,-50,-59,15
"4911","2020-08-12","Haringey","E09000014",-17,-18,71,-52,-58,16
"4912","2020-08-13","Haringey","E09000014",-25,-17,69,-48,-58,17
"4913","2020-08-14","Haringey","E09000014",-27,-18,42,-47,-57,16
"4914","2020-08-15","Haringey","E09000014",-38,-26,-1,-43,-29,6
"4915","2020-08-16","Haringey","E09000014",-35,-28,13,-43,-26,4
"4916","2020-08-17","Haringey","E09000014",-13,-22,NA,-50,-58,15
"4917","2020-08-18","Haringey","E09000014",-11,-17,NA,-48,-57,15
"4918","2020-08-19","Haringey","E09000014",-25,-28,NA,-55,-58,18
"4919","2020-08-20","Haringey","E09000014",-17,-13,NA,-48,-57,15
"4920","2020-08-21","Haringey","E09000014",-25,-18,NA,-47,-56,15
"4921","2020-08-22","Haringey","E09000014",-35,-25,NA,-39,-26,4
"4922","2020-08-23","Haringey","E09000014",-34,-29,NA,-41,-24,2
"4923","2020-08-24","Haringey","E09000014",-7,-20,NA,-48,-57,14
"4924","2020-08-25","Haringey","E09000014",-11,-23,NA,-50,-59,16
"4925","2020-08-26","Haringey","E09000014",-7,-18,NA,-48,-55,14
"4926","2020-08-27","Haringey","E09000014",-23,-19,NA,-49,-57,16
"4927","2020-08-28","Haringey","E09000014",-19,-13,NA,-44,-56,14
"4928","2020-08-29","Haringey","E09000014",-34,-23,NA,-40,-27,4
"4929","2020-08-30","Haringey","E09000014",-29,-27,NA,-37,-27,1
"4930","2020-08-31","Haringey","E09000014",4,-22,NA,-54,-73,16
"4931","2020-09-01","Haringey","E09000014",-14,-10,NA,-44,-58,14
"4932","2020-09-02","Haringey","E09000014",-22,-17,NA,-49,-56,15
"4933","2020-09-03","Haringey","E09000014",-21,-15,NA,-45,-56,15
"4934","2020-09-04","Haringey","E09000014",-20,-13,NA,-42,-53,13
"4935","2020-09-05","Haringey","E09000014",-26,-18,NA,-35,-28,3
"4936","2020-09-06","Haringey","E09000014",-25,-20,NA,-37,-28,2
"4937","2020-09-07","Haringey","E09000014",-14,-11,NA,-42,-56,13
"4938","2020-09-08","Haringey","E09000014",-15,-11,NA,-41,-57,13
"4939","2020-09-09","Haringey","E09000014",-21,-14,NA,-45,-53,13
"4940","2020-09-10","Haringey","E09000014",-16,-10,NA,-41,-53,13
"4941","2020-09-11","Haringey","E09000014",-18,-12,72,-38,-51,12
"4942","2020-09-12","Haringey","E09000014",-28,-19,54,-35,-26,4
"4943","2020-09-13","Haringey","E09000014",-28,-21,77,-34,-26,1
"4944","2020-09-14","Haringey","E09000014",-16,-14,114,-41,-50,12
"4945","2020-09-15","Haringey","E09000014",-18,-12,105,-40,-52,12
"4946","2020-09-16","Haringey","E09000014",-22,-15,76,-44,-50,13
"4947","2020-09-17","Haringey","E09000014",-17,-14,77,-41,-50,13
"4948","2020-09-18","Haringey","E09000014",-18,-15,79,-38,-48,11
"4949","2020-09-19","Haringey","E09000014",-27,-22,59,-35,-26,4
"4950","2020-09-20","Haringey","E09000014",-27,-25,63,-36,-25,2
"4951","2020-09-21","Haringey","E09000014",-16,-14,82,-42,-51,12
"4952","2020-09-22","Haringey","E09000014",-18,-14,90,-40,-52,13
"4953","2020-09-23","Haringey","E09000014",-26,-18,7,-46,-49,15
"4954","2020-09-24","Haringey","E09000014",-22,-13,19,-42,-49,15
"4955","2020-09-25","Haringey","E09000014",-22,-12,19,-40,-48,14
"4956","2020-09-26","Haringey","E09000014",-28,-21,0,-39,-25,6
"4957","2020-09-27","Haringey","E09000014",-31,-25,-9,-41,-26,5
"4958","2020-09-28","Haringey","E09000014",-15,-14,60,-42,-49,13
"4959","2020-09-29","Haringey","E09000014",-20,-14,46,-42,-50,14
"4960","2020-09-30","Haringey","E09000014",-24,-17,6,-46,-48,15
"4961","2020-10-01","Haringey","E09000014",-19,-11,35,-42,-46,14
"4962","2020-10-02","Haringey","E09000014",-33,-24,-25,-42,-46,16
"4963","2020-10-03","Haringey","E09000014",-31,-19,-17,-39,-26,7
"4964","2020-10-04","Haringey","E09000014",-36,-30,-50,-45,-29,7
"4965","2020-10-05","Haringey","E09000014",-18,-14,25,-40,-49,14
"4966","2020-10-06","Haringey","E09000014",-20,-15,25,-40,-49,14
"4967","2020-10-07","Haringey","E09000014",-22,-14,32,-45,-46,14
"4968","2020-10-08","Haringey","E09000014",-26,-16,14,-41,-48,15
"4969","2020-10-09","Haringey","E09000014",-26,-15,28,-38,-46,13
"4970","2020-10-10","Haringey","E09000014",-30,-19,3,-38,-24,6
"4971","2020-10-11","Haringey","E09000014",-28,-23,15,-37,-25,4
"4972","2020-10-12","Haringey","E09000014",-26,-19,13,-43,-48,14
"4973","2020-10-13","Haringey","E09000014",-26,-18,4,-42,-49,15
"4974","2020-10-14","Haringey","E09000014",-26,-15,13,-43,-45,15
"4975","2020-10-15","Haringey","E09000014",-21,-12,15,-41,-45,15
"4976","2020-10-16","Haringey","E09000014",-21,-10,26,-38,-43,13
"4977","2020-10-17","Haringey","E09000014",-31,-20,7,-41,-24,7
"4978","2020-10-18","Haringey","E09000014",-30,-21,10,-37,-24,6
"4979","2020-10-19","Haringey","E09000014",-22,-16,37,-43,-47,14
"4980","2020-10-20","Haringey","E09000014",-24,-13,35,-43,-49,15
"4981","2020-10-21","Haringey","E09000014",-34,-21,-23,-49,-47,17
"4982","2020-10-22","Haringey","E09000014",-20,-10,41,-44,-46,15
"4983","2020-10-23","Haringey","E09000014",-22,-10,29,-43,-45,15
"4984","2020-10-24","Haringey","E09000014",-33,-22,-12,-42,-23,8
"4985","2020-10-25","Haringey","E09000014",-25,-21,0,-41,-23,5
"4986","2020-10-26","Haringey","E09000014",-17,-15,28,-48,-54,15
"4987","2020-10-27","Haringey","E09000014",-24,-17,-9,-49,-55,17
"4988","2020-10-28","Haringey","E09000014",-23,-14,9,-50,-52,17
"4989","2020-10-29","Haringey","E09000014",-25,-18,-15,-48,-53,18
"4990","2020-10-30","Haringey","E09000014",-21,-11,13,-44,-50,16
"4991","2020-10-31","Haringey","E09000014",-34,-17,-23,-42,-23,8
"4992","2020-11-01","Haringey","E09000014",-23,-17,-10,-32,-24,5
"4993","2020-11-02","Haringey","E09000014",-11,-11,14,-42,-46,13
"4994","2020-11-03","Haringey","E09000014",-9,-10,11,-40,-46,13
"4995","2020-11-04","Haringey","E09000014",-3,-8,24,-39,-42,11
"4996","2020-11-05","Haringey","E09000014",-50,-15,23,-51,-52,20
"4997","2020-11-06","Haringey","E09000014",-51,-11,26,-51,-53,21
"4998","2020-11-07","Haringey","E09000014",-55,-16,46,-54,-44,15
"4999","2020-11-08","Haringey","E09000014",-59,-23,21,-56,-47,12
"5000","2020-11-09","Haringey","E09000014",-47,-18,37,-51,-54,20
"5001","2020-11-10","Haringey","E09000014",-46,-13,43,-50,-56,20
"5002","2020-11-11","Haringey","E09000014",-50,-14,15,-53,-53,21
"5003","2020-11-12","Haringey","E09000014",-47,-11,37,-51,-54,21
"5004","2020-11-13","Haringey","E09000014",-47,-8,33,-49,-53,21
"5005","2020-11-14","Haringey","E09000014",-60,-20,-29,-56,-45,16
"5006","2020-11-15","Haringey","E09000014",-59,-21,5,-56,-46,12
"5007","2020-11-16","Haringey","E09000014",-48,-17,21,-51,-54,20
"5008","2020-11-17","Haringey","E09000014",-47,-12,31,-50,-55,20
